Sales_Date,Sales_Year,Sales_Quarter,Sales_Month,Sales_Week,Sales_Day
12/15/2009,2009,4,12,2,15
12/15/2009,2009,4,12,2,15
10/20/2010,2010,4,10,3,20
10/20/2010,2010,4,10,3,20
05/25/2008,2008,2,5,4,25
06/12/2009,2009,2,6,2,12
02/01/2009,2009,1,2,1,1
02/01/2009,2009,1,2,1,1
02/01/2008,2008,1,2,1,1
02/01/2008,2008,1,2,1,1
02/01/2008,2008,1,2,1,1
05/25/2005,2005,2,5,4,25
05/25/2005,2005,2,5,4,25
05/25/2006,2006,2,5,4,25
06/12/2007,2007,2,6,2,12
06/12/2007,2007,2,6,2,12
03/31/2009,2009,1,3,4,31
03/31/2009,2009,1,3,4,31
07/10/2006,2006,3,7,2,10
07/10/2006,2006,3,7,2,10
07/10/2006,2006,3,7,2,10
07/10/2005,2005,3,7,2,10
05/29/2008,2008,2,5,4,29
05/29/2008,2008,2,5,4,29
05/29/2008,2008,2,5,4,29
05/29/2008,2008,2,5,4,29
04/27/2006,2006,2,4,4,27
04/27/2006,2006,2,4,4,27
04/27/2006,2006,2,4,4,27
04/27/2006,2006,2,4,4,27
05/29/2007,2007,2,5,4,29
07/10/2009,2009,3,7,2,10
07/10/2009,2009,3,7,2,10
07/10/2009,2009,3,7,2,10
07/10/2009,2009,3,7,2,10
09/21/2010,2010,3,9,3,21
07/13/2008,2008,3,7,2,13
04/20/2005,2005,2,4,3,20
06/27/2008,2008,2,6,4,27
06/27/2008,2008,2,6,4,27
06/27/2009,2009,2,6,4,27
06/27/2009,2009,2,6,4,27
04/20/2008,2008,2,4,3,20
06/27/2007,2007,2,6,4,27
06/27/2007,2007,2,6,4,27
08/26/2010,2010,3,8,4,26
07/13/2005,2005,3,7,2,13
07/13/2005,2005,3,7,2,13
07/13/2007,2007,3,7,2,13
07/13/2007,2007,3,7,2,13
07/13/2007,2007,3,7,2,13
11/12/2006,2006,4,11,2,12
11/12/2006,2006,4,11,2,12
02/10/2009,2009,1,2,2,10
02/10/2008,2008,1,2,2,10
02/14/2009,2009,1,2,2,14
02/10/2007,2007,1,2,2,10
12/19/2005,2005,4,12,3,19
03/22/2006,2006,1,3,3,22
03/22/2006,2006,1,3,3,22
03/22/2007,2007,1,3,3,22
03/22/2005,2005,1,3,3,22
04/17/2010,2010,2,4,3,17
07/24/2006,2006,3,7,4,24
07/24/2006,2006,3,7,4,24
03/22/2008,2008,1,3,3,22
03/22/2008,2008,1,3,3,22
03/22/2009,2009,1,3,3,22
06/05/2008,2008,2,6,1,5
06/05/2008,2008,2,6,1,5
06/05/2009,2009,2,6,1,5
06/05/2005,2005,2,6,1,5
06/05/2006,2006,2,6,1,5
06/05/2006,2006,2,6,1,5
06/05/2007,2007,2,6,1,5
06/05/2007,2007,2,6,1,5
07/28/2009,2009,3,7,4,28
07/28/2009,2009,3,7,4,28
12/04/2009,2009,4,12,1,4
12/04/2008,2008,4,12,1,4
12/04/2008,2008,4,12,1,4
06/24/2008,2008,2,6,4,24
12/04/2005,2005,4,12,1,4
06/24/2005,2005,2,6,4,24
06/02/2009,2009,2,6,1,2
06/02/2009,2009,2,6,1,2
05/20/2010,2010,2,5,3,20
04/11/2008,2008,2,4,2,11
04/11/2008,2008,2,4,2,11
05/10/2005,2005,2,5,2,10
04/11/2006,2006,2,4,2,11
04/11/2007,2007,2,4,2,11
11/12/2005,2005,4,11,2,12
11/12/2005,2005,4,11,2,12
10/19/2008,2008,4,10,3,19
10/19/2008,2008,4,10,3,19
11/12/2007,2007,4,11,2,12
10/19/2006,2006,4,10,3,19
10/19/2006,2006,4,10,3,19
10/19/2006,2006,4,10,3,19
10/19/2006,2006,4,10,3,19
11/12/2009,2009,4,11,2,12
03/07/2007,2007,1,3,1,7
03/07/2007,2007,1,3,1,7
12/04/2006,2006,4,12,1,4
03/07/2005,2005,1,3,1,7
03/07/2005,2005,1,3,1,7
04/04/2008,2008,2,4,1,4
04/04/2008,2008,2,4,1,4
03/07/2009,2009,1,3,1,7
03/07/2008,2008,1,3,1,7
10/16/2010,2010,4,10,3,16
07/27/2007,2007,3,7,4,27
07/27/2007,2007,3,7,4,27
03/02/2010,2010,1,3,1,2
03/02/2010,2010,1,3,1,2
09/01/2010,2010,3,9,1,1
10/03/2007,2007,4,10,1,3
06/09/2010,2010,2,6,2,9
07/27/2008,2008,3,7,4,27
08/03/2005,2005,3,8,1,3
07/14/2010,2010,3,7,2,14
03/09/2005,2005,1,3,2,9
09/29/2005,2005,3,9,4,29
03/09/2008,2008,1,3,2,9
03/09/2008,2008,1,3,2,9
08/21/2006,2006,3,8,3,21
09/29/2009,2009,3,9,4,29
04/24/2006,2006,2,4,4,24
10/22/2007,2007,4,10,3,22
10/10/2006,2006,4,10,2,10
10/10/2006,2006,4,10,2,10
02/15/2008,2008,1,2,2,15
02/15/2008,2008,1,2,2,15
02/15/2008,2008,1,2,2,15
08/17/2007,2007,3,8,3,17
08/17/2006,2006,3,8,3,17
08/17/2005,2005,3,8,3,17
06/17/2005,2005,2,6,3,17
08/17/2009,2009,3,8,3,17
08/17/2008,2008,3,8,3,17
11/21/2006,2006,4,11,3,21
06/17/2006,2006,2,6,3,17
02/15/2005,2005,1,2,2,15
11/21/2005,2005,4,11,3,21
01/06/2008,2008,1,1,1,6
01/06/2009,2009,1,1,1,6
05/14/2005,2005,2,5,2,14
11/15/2009,2009,4,11,2,15
01/06/2007,2007,1,1,1,6
01/06/2007,2007,1,1,1,6
01/06/2007,2007,1,1,1,6
01/06/2005,2005,1,1,1,6
01/06/2005,2005,1,1,1,6
01/06/2005,2005,1,1,1,6
01/06/2005,2005,1,1,1,6
12/31/2008,2008,4,12,4,31
12/31/2008,2008,4,12,4,31
07/03/2005,2005,3,7,1,3
07/03/2005,2005,3,7,1,3
07/03/2005,2005,3,7,1,3
07/03/2007,2007,3,7,1,3
07/03/2007,2007,3,7,1,3
01/26/2010,2010,1,1,4,26
01/26/2010,2010,1,1,4,26
08/18/2007,2007,3,8,3,18
08/18/2006,2006,3,8,3,18
08/18/2006,2006,3,8,3,18
07/03/2008,2008,3,7,1,3
12/31/2005,2005,4,12,4,31
12/31/2005,2005,4,12,4,31
12/31/2006,2006,4,12,4,31
12/31/2006,2006,4,12,4,31
08/26/2006,2006,3,8,4,26
05/23/2007,2007,2,5,4,23
06/24/2009,2009,2,6,4,24
07/22/2009,2009,3,7,3,22
07/22/2007,2007,3,7,3,22
07/22/2007,2007,3,7,3,22
07/22/2007,2007,3,7,3,22
01/30/2007,2007,1,1,4,30
01/30/2007,2007,1,1,4,30
06/24/2005,2005,2,6,4,24
06/24/2005,2005,2,6,4,24
06/24/2005,2005,2,6,4,24
06/24/2005,2005,2,6,4,24
06/24/2005,2005,2,6,4,24
05/23/2009,2009,2,5,4,23
06/24/2007,2007,2,6,4,24
06/24/2007,2007,2,6,4,24
10/20/2007,2007,4,10,3,20
10/20/2007,2007,4,10,3,20
10/20/2007,2007,4,10,3,20
10/20/2007,2007,4,10,3,20
10/20/2006,2006,4,10,3,20
06/10/2007,2007,2,6,2,10
07/11/2005,2005,3,7,2,11
07/11/2005,2005,3,7,2,11
07/11/2005,2005,3,7,2,11
06/10/2005,2005,2,6,2,10
06/10/2005,2005,2,6,2,10
06/10/2005,2005,2,6,2,10
06/10/2005,2005,2,6,2,10
06/26/2007,2007,2,6,4,26
02/01/2007,2007,1,2,1,1
10/19/2009,2009,4,10,3,19
10/22/2008,2008,4,10,3,22
09/02/2009,2009,3,9,1,2
05/01/2009,2009,2,5,1,1
05/01/2008,2008,2,5,1,1
05/30/2009,2009,2,5,4,30
09/25/2010,2010,3,9,4,25
09/25/2010,2010,3,9,4,25
11/01/2006,2006,4,11,1,1
11/01/2007,2007,4,11,1,1
02/23/2005,2005,1,2,4,23
02/23/2005,2005,1,2,4,23
02/23/2005,2005,1,2,4,23
05/01/2007,2007,2,5,1,1
05/01/2007,2007,2,5,1,1
05/01/2006,2006,2,5,1,1
01/26/2009,2009,1,1,4,26
01/26/2008,2008,1,1,4,26
01/26/2008,2008,1,1,4,26
01/03/2010,2010,1,1,1,3
08/19/2006,2006,3,8,3,19
08/19/2006,2006,3,8,3,19
12/16/2008,2008,4,12,3,16
12/16/2008,2008,4,12,3,16
12/16/2006,2006,4,12,3,16
12/16/2006,2006,4,12,3,16
12/16/2006,2006,4,12,3,16
12/16/2007,2007,4,12,3,16
12/16/2007,2007,4,12,3,16
12/16/2007,2007,4,12,3,16
01/20/2010,2010,1,1,3,20
01/20/2010,2010,1,1,3,20
12/16/2005,2005,4,12,3,16
08/19/2009,2009,3,8,3,19
01/26/2007,2007,1,1,4,26
06/28/2010,2010,2,6,4,28
06/28/2010,2010,2,6,4,28
08/10/2009,2009,3,8,2,10
08/10/2009,2009,3,8,2,10
08/10/2008,2008,3,8,2,10
12/23/2008,2008,4,12,4,23
04/14/2010,2010,2,4,2,14
04/14/2010,2010,2,4,2,14
04/14/2010,2010,2,4,2,14
04/14/2010,2010,2,4,2,14
10/11/2008,2008,4,10,2,11
08/10/2007,2007,3,8,2,10
09/17/2009,2009,3,9,3,17
09/17/2009,2009,3,9,3,17
07/05/2008,2008,3,7,1,5
03/14/2005,2005,1,3,2,14
03/14/2005,2005,1,3,2,14
03/14/2007,2007,1,3,2,14
10/11/2006,2006,4,10,2,11
03/14/2009,2009,1,3,2,14
03/14/2009,2009,1,3,2,14
03/14/2008,2008,1,3,2,14
03/14/2008,2008,1,3,2,14
10/16/2008,2008,4,10,3,16
10/16/2008,2008,4,10,3,16
07/05/2005,2005,3,7,1,5
09/17/2007,2007,3,9,3,17
07/05/2006,2006,3,7,1,5
07/05/2006,2006,3,7,1,5
08/15/2010,2010,3,8,2,15
05/04/2009,2009,2,5,1,4
07/18/2008,2008,3,7,3,18
04/10/2005,2005,2,4,2,10
04/10/2005,2005,2,4,2,10
04/10/2008,2008,2,4,2,10
07/18/2005,2005,3,7,3,18
07/18/2005,2005,3,7,3,18
07/18/2006,2006,3,7,3,18
03/14/2010,2010,1,3,2,14
10/03/2007,2007,4,10,1,3
10/03/2007,2007,4,10,1,3
10/03/2006,2006,4,10,1,3
10/03/2006,2006,4,10,1,3
03/14/2006,2006,1,3,2,14
09/04/2010,2010,3,9,1,4
10/03/2009,2009,4,10,1,3
10/03/2009,2009,4,10,1,3
10/03/2008,2008,4,10,1,3
03/27/2007,2007,1,3,4,27
05/16/2005,2005,2,5,3,16
05/16/2005,2005,2,5,3,16
05/30/2005,2005,2,5,4,30
05/30/2005,2005,2,5,4,30
05/30/2007,2007,2,5,4,30
05/30/2006,2006,2,5,4,30
05/30/2006,2006,2,5,4,30
07/25/2009,2009,3,7,4,25
07/25/2008,2008,3,7,4,25
05/09/2006,2006,2,5,2,9
12/19/2009,2009,4,12,3,19
12/19/2009,2009,4,12,3,19
11/05/2007,2007,4,11,1,5
02/03/2005,2005,1,2,1,3
11/05/2009,2009,4,11,1,5
11/05/2009,2009,4,11,1,5
11/05/2008,2008,4,11,1,5
11/05/2008,2008,4,11,1,5
11/05/2008,2008,4,11,1,5
09/21/2010,2010,3,9,3,21
02/03/2009,2009,1,2,1,3
05/09/2008,2008,2,5,2,9
05/09/2009,2009,2,5,2,9
07/25/2007,2007,3,7,4,25
07/25/2007,2007,3,7,4,25
07/25/2006,2006,3,7,4,25
07/25/2006,2006,3,7,4,25
05/19/2005,2005,2,5,3,19
05/19/2006,2006,2,5,3,19
07/10/2009,2009,3,7,2,10
10/25/2007,2007,4,10,4,25
07/10/2007,2007,3,7,2,10
07/10/2006,2006,3,7,2,10
07/10/2006,2006,3,7,2,10
05/19/2009,2009,2,5,3,19
05/19/2009,2009,2,5,3,19
10/25/2006,2006,4,10,4,25
10/25/2006,2006,4,10,4,25
08/02/2010,2010,3,8,1,2
10/25/2005,2005,4,10,4,25
02/14/2005,2005,1,2,2,14
01/03/2007,2007,1,1,1,3
01/03/2007,2007,1,1,1,3
06/06/2009,2009,2,6,1,6
10/11/2010,2010,4,10,2,11
10/11/2010,2010,4,10,2,11
09/30/2005,2005,3,9,4,30
09/30/2005,2005,3,9,4,30
09/30/2007,2007,3,9,4,30
09/30/2006,2006,3,9,4,30
09/30/2006,2006,3,9,4,30
06/06/2007,2007,2,6,1,6
06/06/2005,2005,2,6,1,6
06/06/2005,2005,2,6,1,6
07/21/2005,2005,3,7,3,21
07/21/2007,2007,3,7,3,21
07/21/2007,2007,3,7,3,21
07/21/2007,2007,3,7,3,21
07/21/2006,2006,3,7,3,21
07/21/2009,2009,3,7,3,21
07/21/2009,2009,3,7,3,21
07/21/2008,2008,3,7,3,21
03/31/2010,2010,1,3,4,31
08/25/2005,2005,3,8,4,25
08/25/2005,2005,3,8,4,25
08/25/2005,2005,3,8,4,25
01/10/2010,2010,1,1,2,10
12/07/2006,2006,4,12,1,7
12/07/2006,2006,4,12,1,7
03/17/2009,2009,1,3,3,17
03/17/2008,2008,1,3,3,17
03/17/2005,2005,1,3,3,17
12/07/2009,2009,4,12,1,7
08/25/2008,2008,3,8,4,25
06/29/2010,2010,2,6,4,29
06/29/2010,2010,2,6,4,29
06/29/2010,2010,2,6,4,29
06/29/2010,2010,2,6,4,29
12/24/2005,2005,4,12,4,24
02/01/2009,2009,1,2,1,1
02/01/2009,2009,1,2,1,1
05/26/2007,2007,2,5,4,26
03/06/2005,2005,1,3,1,6
05/06/2010,2010,2,5,1,6
05/06/2010,2010,2,5,1,6
09/05/2007,2007,3,9,1,5
09/05/2007,2007,3,9,1,5
05/26/2008,2008,2,5,4,26
02/01/2006,2006,1,2,1,1
08/27/2010,2010,3,8,4,27
08/27/2010,2010,3,8,4,27
08/27/2010,2010,3,8,4,27
07/26/2009,2009,3,7,4,26
07/26/2009,2009,3,7,4,26
07/26/2008,2008,3,7,4,26
05/23/2010,2010,2,5,4,23
07/26/2007,2007,3,7,4,26
07/26/2006,2006,3,7,4,26
07/26/2006,2006,3,7,4,26
02/23/2010,2010,1,2,4,23
02/23/2010,2010,1,2,4,23
05/15/2010,2010,2,5,2,15
05/15/2010,2010,2,5,2,15
04/27/2010,2010,2,4,4,27
04/27/2010,2010,2,4,4,27
07/02/2006,2006,3,7,1,2
07/02/2006,2006,3,7,1,2
07/02/2007,2007,3,7,1,2
07/02/2007,2007,3,7,1,2
05/12/2005,2005,2,5,2,12
05/12/2008,2008,2,5,2,12
05/12/2008,2008,2,5,2,12
05/12/2008,2008,2,5,2,12
05/12/2008,2008,2,5,2,12
05/12/2009,2009,2,5,2,12
01/14/2010,2010,1,1,2,14
02/07/2005,2005,1,2,1,7
12/08/2005,2005,4,12,2,8
12/08/2007,2007,4,12,2,8
11/05/2005,2005,4,11,1,5
11/05/2005,2005,4,11,1,5
03/06/2009,2009,1,3,1,6
08/10/2009,2009,3,8,2,10
08/10/2009,2009,3,8,2,10
08/10/2009,2009,3,8,2,10
08/10/2009,2009,3,8,2,10
07/13/2005,2005,3,7,2,13
07/13/2005,2005,3,7,2,13
07/13/2005,2005,3,7,2,13
02/20/2007,2007,1,2,3,20
02/20/2007,2007,1,2,3,20
02/25/2010,2010,1,2,4,25
02/20/2009,2009,1,2,3,20
02/20/2009,2009,1,2,3,20
08/10/2006,2006,3,8,2,10
08/10/2006,2006,3,8,2,10
08/10/2006,2006,3,8,2,10
08/10/2006,2006,3,8,2,10
07/13/2008,2008,3,7,2,13
07/13/2008,2008,3,7,2,13
12/08/2009,2009,4,12,2,8
12/08/2009,2009,4,12,2,8
12/14/2008,2008,4,12,2,14
08/22/2006,2006,3,8,3,22
11/08/2008,2008,4,11,2,8
02/07/2008,2008,1,2,1,7
02/07/2008,2008,1,2,1,7
01/08/2010,2010,1,1,2,8
10/06/2007,2007,4,10,1,6
10/06/2007,2007,4,10,1,6
11/02/2005,2005,4,11,1,2
11/14/2007,2007,4,11,2,14
11/14/2007,2007,4,11,2,14
11/14/2007,2007,4,11,2,14
11/02/2007,2007,4,11,1,2
11/14/2009,2009,4,11,2,14
11/14/2009,2009,4,11,2,14
11/14/2008,2008,4,11,2,14
02/27/2005,2005,1,2,4,27
11/08/2005,2005,4,11,2,8
11/08/2005,2005,4,11,2,8
11/08/2005,2005,4,11,2,8
11/08/2005,2005,4,11,2,8
11/08/2005,2005,4,11,2,8
08/05/2010,2010,3,8,1,5
08/05/2010,2010,3,8,1,5
03/13/2005,2005,1,3,2,13
03/13/2005,2005,1,3,2,13
03/13/2006,2006,1,3,2,13
03/13/2006,2006,1,3,2,13
03/13/2006,2006,1,3,2,13
10/07/2010,2010,4,10,1,7
03/13/2008,2008,1,3,2,13
09/09/2010,2010,3,9,2,9
07/11/2010,2010,3,7,2,11
02/15/2010,2010,1,2,2,15
03/25/2007,2007,1,3,4,25
02/10/2008,2008,1,2,2,10
12/14/2006,2006,4,12,2,14
12/14/2006,2006,4,12,2,14
12/14/2006,2006,4,12,2,14
12/14/2006,2006,4,12,2,14
02/10/2006,2006,1,2,2,10
02/10/2006,2006,1,2,2,10
02/10/2006,2006,1,2,2,10
03/25/2009,2009,1,3,4,25
03/25/2009,2009,1,3,4,25
03/25/2008,2008,1,3,4,25
03/25/2008,2008,1,3,4,25
02/25/2009,2009,1,2,4,25
02/25/2009,2009,1,2,4,25
11/17/2005,2005,4,11,3,17
03/21/2010,2010,1,3,3,21
02/21/2010,2010,1,2,3,21
02/21/2010,2010,1,2,3,21
02/21/2010,2010,1,2,3,21
02/21/2010,2010,1,2,3,21
02/25/2006,2006,1,2,4,25
02/25/2006,2006,1,2,4,25
02/25/2005,2005,1,2,4,25
03/18/2005,2005,1,3,3,18
08/10/2010,2010,3,8,2,10
10/16/2010,2010,4,10,3,16
04/06/2005,2005,2,4,1,6
06/19/2010,2010,2,6,3,19
06/19/2010,2010,2,6,3,19
07/27/2010,2010,3,7,4,27
02/26/2007,2007,1,2,4,26
02/26/2006,2006,1,2,4,26
02/26/2006,2006,1,2,4,26
02/26/2006,2006,1,2,4,26
12/15/2009,2009,4,12,2,15
12/15/2009,2009,4,12,2,15
12/15/2008,2008,4,12,2,15
12/15/2008,2008,4,12,2,15
12/15/2008,2008,4,12,2,15
12/15/2008,2008,4,12,2,15
12/15/2006,2006,4,12,2,15
12/15/2005,2005,4,12,2,15
12/18/2007,2007,4,12,3,18
12/18/2007,2007,4,12,3,18
06/03/2005,2005,2,6,1,3
06/03/2006,2006,2,6,1,3
06/03/2006,2006,2,6,1,3
06/03/2007,2007,2,6,1,3
10/17/2008,2008,4,10,3,17
10/17/2008,2008,4,10,3,17
10/09/2005,2005,4,10,2,9
10/17/2009,2009,4,10,3,17
12/18/2009,2009,4,12,3,18
12/18/2008,2008,4,12,3,18
02/19/2009,2009,1,2,3,19
02/19/2009,2009,1,2,3,19
03/01/2005,2005,1,3,1,1
03/01/2005,2005,1,3,1,1
03/01/2006,2006,1,3,1,1
03/01/2007,2007,1,3,1,1
02/05/2008,2008,1,2,1,5
02/05/2009,2009,1,2,1,5
02/05/2005,2005,1,2,1,5
03/14/2006,2006,1,3,2,14
08/28/2009,2009,3,8,4,28
03/01/2009,2009,1,3,1,1
02/19/2006,2006,1,2,3,19
10/08/2009,2009,4,10,2,8
10/08/2009,2009,4,10,2,8
10/08/2008,2008,4,10,2,8
10/08/2007,2007,4,10,2,8
10/08/2007,2007,4,10,2,8
10/08/2007,2007,4,10,2,8
10/08/2007,2007,4,10,2,8
10/08/2006,2006,4,10,2,8
04/27/2008,2008,2,4,4,27
07/19/2006,2006,3,7,3,19
02/27/2008,2008,1,2,4,27
06/09/2008,2008,2,6,2,9
06/09/2009,2009,2,6,2,9
02/26/2005,2005,1,2,4,26
06/25/2009,2009,2,6,4,25
06/25/2009,2009,2,6,4,25
06/25/2008,2008,2,6,4,25
03/02/2008,2008,1,3,1,2
03/02/2008,2008,1,3,1,2
03/02/2008,2008,1,3,1,2
03/02/2009,2009,1,3,1,2
03/02/2009,2009,1,3,1,2
03/02/2007,2007,1,3,1,2
03/02/2005,2005,1,3,1,2
03/02/2005,2005,1,3,1,2
06/25/2005,2005,2,6,4,25
06/25/2007,2007,2,6,4,25
06/25/2007,2007,2,6,4,25
07/19/2005,2005,3,7,3,19
04/28/2008,2008,2,4,4,28
04/28/2008,2008,2,4,4,28
04/24/2005,2005,2,4,4,24
04/24/2005,2005,2,4,4,24
04/24/2006,2006,2,4,4,24
04/24/2006,2006,2,4,4,24
04/24/2007,2007,2,4,4,24
04/24/2007,2007,2,4,4,24
04/24/2008,2008,2,4,4,24
04/24/2009,2009,2,4,4,24
04/28/2005,2005,2,4,4,28
04/28/2005,2005,2,4,4,28
04/28/2006,2006,2,4,4,28
04/28/2006,2006,2,4,4,28
04/28/2006,2006,2,4,4,28
04/28/2007,2007,2,4,4,28
05/27/2007,2007,2,5,4,27
05/27/2007,2007,2,5,4,27
05/27/2006,2006,2,5,4,27
10/12/2008,2008,4,10,2,12
10/12/2007,2007,4,10,2,12
10/12/2007,2007,4,10,2,12
06/09/2010,2010,2,6,2,9
05/27/2009,2009,2,5,4,27
05/27/2008,2008,2,5,4,27
04/12/2010,2010,2,4,2,12
02/21/2007,2007,1,2,3,21
01/01/2010,2010,1,1,1,1
01/01/2010,2010,1,1,1,1
01/01/2010,2010,1,1,1,1
01/01/2010,2010,1,1,1,1
02/21/2006,2006,1,2,3,21
02/21/2006,2006,1,2,3,21
08/08/2010,2010,3,8,2,8
05/15/2009,2009,2,5,2,15
05/15/2009,2009,2,5,2,15
05/15/2008,2008,2,5,2,15
10/13/2007,2007,4,10,2,13
07/09/2009,2009,3,7,2,9
07/09/2009,2009,3,7,2,9
07/09/2009,2009,3,7,2,9
10/27/2008,2008,4,10,4,27
07/21/2006,2006,3,7,3,21
02/22/2010,2010,1,2,3,22
02/22/2010,2010,1,2,3,22
07/09/2007,2007,3,7,2,9
12/10/2007,2007,4,12,2,10
10/27/2005,2005,4,10,4,27
10/27/2005,2005,4,10,4,27
12/11/2008,2008,4,12,2,11
12/11/2008,2008,4,12,2,11
12/10/2007,2007,4,12,2,10
01/01/2010,2010,1,1,1,1
03/08/2010,2010,1,3,2,8
08/29/2008,2008,3,8,4,29
08/29/2008,2008,3,8,4,29
11/26/2008,2008,4,11,4,26
06/08/2008,2008,2,6,2,8
12/11/2006,2006,4,12,2,11
12/11/2006,2006,4,12,2,11
12/11/2006,2006,4,12,2,11
06/17/2008,2008,2,6,3,17
06/17/2008,2008,2,6,3,17
06/17/2009,2009,2,6,3,17
06/17/2009,2009,2,6,3,17
06/17/2009,2009,2,6,3,17
06/17/2009,2009,2,6,3,17
06/17/2009,2009,2,6,3,17
06/17/2009,2009,2,6,3,17
07/12/2005,2005,3,7,2,12
07/12/2005,2005,3,7,2,12
07/12/2007,2007,3,7,2,12
08/02/2010,2010,3,8,1,2
06/17/2007,2007,2,6,3,17
06/17/2007,2007,2,6,3,17
06/17/2007,2007,2,6,3,17
06/17/2007,2007,2,6,3,17
08/28/2009,2009,3,8,4,28
06/30/2010,2010,2,6,4,30
10/26/2006,2006,4,10,4,26
03/13/2007,2007,1,3,2,13
03/13/2007,2007,1,3,2,13
12/25/2005,2005,4,12,4,25
12/25/2005,2005,4,12,4,25
03/20/2009,2009,1,3,3,20
03/20/2009,2009,1,3,3,20
12/25/2009,2009,4,12,4,25
12/25/2009,2009,4,12,4,25
12/25/2008,2008,4,12,4,25
08/07/2008,2008,3,8,1,7
08/07/2008,2008,3,8,1,7
02/23/2007,2007,1,2,4,23
02/23/2007,2007,1,2,4,23
10/02/2006,2006,4,10,1,2
02/23/2006,2006,1,2,4,23
02/23/2006,2006,1,2,4,23
09/12/2009,2009,3,9,2,12
09/12/2009,2009,3,9,2,12
08/07/2005,2005,3,8,1,7
08/07/2006,2006,3,8,1,7
08/07/2007,2007,3,8,1,7
08/07/2007,2007,3,8,1,7
10/10/2010,2010,4,10,2,10
08/14/2006,2006,3,8,2,14
08/14/2006,2006,3,8,2,14
05/16/2009,2009,2,5,3,16
05/16/2009,2009,2,5,3,16
05/16/2008,2008,2,5,3,16
05/16/2008,2008,2,5,3,16
05/16/2008,2008,2,5,3,16
06/29/2010,2010,2,6,4,29
05/16/2005,2005,2,5,3,16
02/15/2009,2009,1,2,2,15
07/02/2008,2008,3,7,1,2
07/02/2009,2009,3,7,1,2
12/26/2005,2005,4,12,4,26
12/26/2005,2005,4,12,4,26
12/26/2007,2007,4,12,4,26
12/26/2007,2007,4,12,4,26
12/26/2007,2007,4,12,4,26
12/26/2007,2007,4,12,4,26
12/26/2006,2006,4,12,4,26
12/26/2009,2009,4,12,4,26
12/26/2009,2009,4,12,4,26
12/26/2009,2009,4,12,4,26
02/28/2005,2005,1,2,4,28
07/02/2007,2007,3,7,1,2
07/02/2007,2007,3,7,1,2
07/02/2005,2005,3,7,1,2
07/02/2005,2005,3,7,1,2
07/02/2005,2005,3,7,1,2
10/14/2007,2007,4,10,2,14
10/14/2007,2007,4,10,2,14
10/14/2007,2007,4,10,2,14
10/14/2007,2007,4,10,2,14
04/26/2010,2010,2,4,4,26
04/26/2010,2010,2,4,4,26
03/20/2007,2007,1,3,3,20
11/28/2006,2006,4,11,4,28
11/28/2006,2006,4,11,4,28
11/28/2005,2005,4,11,4,28
10/14/2010,2010,4,10,2,14
06/28/2010,2010,2,6,4,28
11/28/2008,2008,4,11,4,28
11/28/2009,2009,4,11,4,28
07/13/2009,2009,3,7,2,13
07/13/2009,2009,3,7,2,13
01/24/2007,2007,1,1,4,24
01/24/2006,2006,1,1,4,24
02/06/2005,2005,1,2,1,6
02/06/2007,2007,1,2,1,6
02/06/2007,2007,1,2,1,6
02/06/2007,2007,1,2,1,6
10/14/2006,2006,4,10,2,14
10/14/2006,2006,4,10,2,14
10/14/2006,2006,4,10,2,14
10/14/2006,2006,4,10,2,14
02/06/2009,2009,1,2,1,6
02/06/2008,2008,1,2,1,6
07/13/2005,2005,3,7,2,13
10/14/2005,2005,4,10,2,14
07/13/2007,2007,3,7,2,13
07/13/2006,2006,3,7,2,13
07/13/2006,2006,3,7,2,13
07/13/2006,2006,3,7,2,13
03/07/2005,2005,1,3,1,7
03/07/2005,2005,1,3,1,7
03/22/2005,2005,1,3,3,22
07/01/2006,2006,3,7,1,1
07/01/2006,2006,3,7,1,1
07/01/2006,2006,3,7,1,1
07/01/2007,2007,3,7,1,1
03/07/2009,2009,1,3,1,7
03/07/2009,2009,1,3,1,7
07/01/2009,2009,3,7,1,1
10/25/2005,2005,4,10,4,25
03/04/2008,2008,1,3,1,4
06/27/2005,2005,2,6,4,27
06/27/2005,2005,2,6,4,27
06/27/2005,2005,2,6,4,27
06/25/2010,2010,2,6,4,25
03/15/2005,2005,1,3,2,15
03/15/2005,2005,1,3,2,15
03/15/2005,2005,1,3,2,15
03/15/2005,2005,1,3,2,15
03/04/2007,2007,1,3,1,4
01/23/2010,2010,1,1,4,23
01/23/2010,2010,1,1,4,23
07/01/2010,2010,3,7,1,1
07/01/2010,2010,3,7,1,1
08/27/2010,2010,3,8,4,27
03/22/2009,2009,1,3,3,22
01/15/2010,2010,1,1,2,15
02/16/2008,2008,1,2,3,16
12/05/2008,2008,4,12,1,5
10/30/2005,2005,4,10,4,30
05/02/2007,2007,2,5,1,2
05/02/2007,2007,2,5,1,2
10/30/2007,2007,4,10,4,30
10/30/2007,2007,4,10,4,30
05/02/2005,2005,2,5,1,2
05/02/2008,2008,2,5,1,2
05/02/2008,2008,2,5,1,2
05/02/2009,2009,2,5,1,2
05/02/2009,2009,2,5,1,2
12/05/2005,2005,4,12,1,5
12/05/2005,2005,4,12,1,5
12/05/2007,2007,4,12,1,5
02/16/2007,2007,1,2,3,16
07/06/2008,2008,3,7,1,6
02/09/2005,2005,1,2,2,9
02/09/2007,2007,1,2,2,9
02/09/2006,2006,1,2,2,9
